Date	Mon Jul 20 09:00:38 EDT 2009
P-VALUE	1.12976456955202e-09
CORRECTED P-VALUE	7.59201790738958e-07
NUM_ANNOTATIONS	39 (of 329)
ANNOTATED_GENES	YKL161C, ATP1, COX6, PHO8, ATP16, KSP1, ATP3, YBR028C, TPK2, ATP14, NDE1, ATP17, LSB6, ATP2, ACO1, YPL137C, CCC1, HAP4, FUS3, YCK1, COX5A, RPM2, IRE1, TPD3, QCR8, YIL042C, MDM32, NDI1, ATP5, CYC1, CYT1, GPB1, QCR6, QCR2, PTP1, YGL059W, PHO13, SDH2, GAL3

-- 21 of 672--
GOID	GO:0006818
TERM	hydrogen transport
P-VALUE	2.67253758479278e-09
CORRECTED P-VALUE	1.79594525698075e-06
NUM_ANNOTATIONS	14 (of 47)
ANNOTATED_GENES	NDE1, ATP5, ATP17, ATP2, ATP16, CYC1, MDM36, ATP1, HAP4, ATP3, YNR018W, ATP14, RPM2, PMA1

-- 22 of 672--
GOID	GO:0009060
TERM	aerobic respiration
P-VALUE	3.51084823905591e-09
CORRECTED P-VALUE	2.35929001664557e-06
NUM_ANNOTATIONS	20 (of 102)
ANNOTATED_GENES	ACO1, NCA2, POR1, IDP2, ICL1, CIT1, QCR8, COR1, KGD1, IDH1, KGD2, IDH2, FUM1, MLS1, CIT2, QCR6, QCR2, LSC2, MDH2, SDH2

-- 23 of 672--
GOID	GO:0006753
TERM	nucleoside phosphate metabolic process
P-VALUE	2.56299150607658e-08
CORRECTED P-VALUE	1.72233029208346e-05
NUM_ANNOTATIONS	26 (of 185)
ANNOTATED_GENES	NDE1, ATP17, ATP2, ADK1, PYC2, PYC1, ATP1, YHR202W, HAP4, BNA4, BNA5, RPM2, BNA2, PMA1, NDI1, ATP5, ISN1, TPI1, ATP16, ALD6, ATP3, ATP14, ALD4, GUT2, NDE2, BNA1

-- 24 of 672--
GOID	GO:0009117
TERM	nucleotide metabolic process
P-VALUE	2.56299150607658e-08
CORRECTED P-VALUE	1.72233029208346e-05
NUM_ANNOTATIONS	26 (of 185)
ANNOTATED_GENES	NDE1, ATP17, ATP2, ADK1, PYC2, PYC1, ATP1, YHR202W, HAP4, BNA4, BNA5, RPM2, BNA2, PMA1, NDI1, ATP5, ISN1, TPI1, ATP16, ALD6, ATP3, ATP14, ALD4, GUT2, NDE2, BNA1

-- 25 of 672--
GOID	GO:0006769
TERM	nicotinamide metabolic process
P-VALUE	6.14003046198215e-08
CORRECTED P-VALUE	4.126100470452e-05
NUM_ANNOTATIONS	13 (of 50)
ANNOTATED_GENES	NDE1, TPI1, ALD6, PYC2, PYC1, BNA4, BNA5, BNA2, ALD4, GUT2, NDE2, BNA1, NDI1

-- 26 of 672--
GOID	GO:0019362
TERM	pyridine nucleotide metabolic process
P-VALUE	1.02062208352573e-07
CORRECTED P-VALUE	6.8585804012929e-05
NUM_ANNOTATIONS	13 (of 52)
ANNOTATED_GENES	NDE1, TPI1, ALD6, PYC2, PYC1, BNA4, BNA5, BNA2, ALD4, GUT2, NDE2, BNA1, NDI1

-- 27 of 672--
GOID	GO:0055086
TERM	nucleobase, nucleoside and nucleotide metabolic process
P-VALUE	1.50688348297774e-07
CORRECTED P-VALUE	0.000101262570056104
NUM_ANNOTATIONS	27 (of 215)
ANNOTATED_GENES	NDE1, ATP17, ATP2, ADK1, PYC2, PYC1, ATP1, YHR202W, HAP4, BNA4, BNA5, RPM2, BNA2, PMA1, YMR073C, NDI1, ATP5, ISN1, TPI1, ATP16, ALD6, ATP3, ATP14, ALD4, GUT2, NDE2, BNA1

-- 28 of 672--
GOID	GO:0006796
TERM	phosphate metabolic process
P-VALUE	2.3814907459441e-07
CORRECTED P-VALUE	0.000160036178127444
NUM_ANNOTATIONS	33 (of 306)
ANNOTATED_GENES	LSB6, ATP17, ATP2, YKL161C, ATP1, YPL137C, COX6, PHO8, FUS3, YCK1, COX5A, IRE1, TPD3, QCR8, YIL042C, NDI1, ATP5, ATP16, KSP1, CYC1, CYT1, QCR6, GPB1, ATP3, YBR028C, ATP14, TPK2, QCR2, PTP1, PHO13, YGL059W, SDH2, GAL3

-- 29 of 672--
GOID	GO:0006537
TERM	glutamate biosynthetic process
P-VALUE	2.45026029373821e-07
CORRECTED P-VALUE	0.000164657491739208
NUM_ANNOTATIONS	7 (of 13)
ANNOTATED_GENES	IDH1, CIT1, ACO1, IDH2, GLT1, CIT2, IDP2

-- 30 of 672--
GOID	GO:0009056
TERM	catabolic process
P-VALUE	2.61503731567756e-07
CORRECTED P-VALUE	0.000175730507613532
NUM_ANNOTATIONS	77 (of 1080)
ANNOTATED_GENES	HSC82, KAR4, RPT3, PHO8, GRE3, KGD1, IDH1, YKR005C, YTA12, GDH2, RIM20, LSC2, MDH2, MNE1, UBP14, BNA1, ACO1, UGA3, YEA4, RAM1, YJR096W, UBA1, LPD1, SMF1, RRP6, IDH2, GIS3, CCP1, FUM1, FMS1, CIT2, QCR2, CDA1, SSE1, TCM10, DCS1, MMS1, YPR1, RPN14, PBN1, YHR202W, PYC1, PUT4, YSP3, CIT1, FBA1, JLP1, UGA2, COR1, ARO9, MLS1, TES1, UBX6, RPT5, APC1, VTC3, YLR108C, OCT1, YNR068C, YKR089C, XKS1, IDP2, BNA5, TOM1, HAL9, ICL1, UGA1, YMR073C, TPI1, KGD2, CDC34, APE2, GDB1, AFG3, VAM6, SDH2, GAL3

-- 31 of 672--
GOID	GO:0009987
TERM	cellular process
P-VALUE	4.45588138107922e-07
CORRECTED P-VALUE	0.000299435228808523
NUM_ANNOTATIONS	252 (of 5304)
ANNOTATED_GENES	AAD16, CYB2, BMH2, YPL095C, NUP170, CRC1, RPT3, GCN4, YDC1, COX6, BNA4, YGL196W, SSU1, ISA1, GRE3, AGX1, KGD1, ATP16, YTA12, ACH1, MDM38, AGA1, KEL2, GDH2, TPK2, NCE103, RNH203, BNA1, NDE1, ATP17, HIM1, AGA2, STD1, UGA3, YGR046W, CCC1, HAP4, YKL047W, YAT2, ODC1, BNA2, CPA2, YGR263C, UBA1, RRD2, QCR8, RRP6, CYC1, MDM36, MDM34, IDH2, CAT2, ARA1, CCP1, NEM1, FUM1, CDA1, YJL206C, FAR1, FBP1, DCS1, MMS1, YNL165W, OSH6, YKL161C, PYC1, POR1, YHR202W, IDS2, ACC1, YNR018W, PUT4, YSP3, DIA3, YMR210W, PHO86, UGA2, TPS3, COR1, ICS2, ALD6, VIP1, MLS1, ATP3, TES1, YER186C, MON2, YBR028C, ATF1, VTC3, LSB6, ATP2, YNR068C, OCT1, YPL272C, BEM1, XKS1, SHC1, HPA2, IDP2, ECM13, TOM1, WTM1, FUS3, HAL9, YCK1, YMR073C, NDI1, ATP5, SAL1, TCM62, HOM3, AEP1, YHR035W, YPR196W, GDB1, LSP1, TEF2, YGR110W, AFG3, GUT2, ACS2, NDE2, VAM6, SDH2, HSC82, YMR041C, KAR4, YOL157C, GSY2, ATP1, PCF11, PHO8, YNL156C, SEC26, SEC1, RHO1, YIL041W, YHR182W, REB1, IDH1, KSP1, YKR005C, PDC2, SCO2, PRM5, TRL1, THI5, ALD4, MSC7, SDS24, RIM20, MDH2, LSC2, MNE1, UBP14, LST8, SNZ3, ACS1, MIP6, ACO1, RIM4, YPL137C, YMR289W, RAM1, YJR096W, YEA4, PRM8, RIM101, COX5A, HAL1, IRE1, GLT1, PMA1, TPD3, LPD1, SMF1, PEP8, MGM1, GIS3, FMS1, CIT2, INO1, GLG2, QCR2, PTP1, YGL059W, FAS2, FAS1, AFT2, TCM10, SSE1, ADK1, YIL083C, YPR1, RPN14, PBN1, NCA2, GIT1, MNN1, TTR1, MCM2, YCP4, CIT1, SSD1, FBA1, JLP1, YMR110C, THI12, PEX7, ARO9, SNZ2, WAR1, ATP14, UBX6, RPT5, APC1, SLI1, MSN4, YLR108C, PYC2, YKR089C, YDR089W, ASH1, BNA5, ICL1, VPS45, RPM2, THI11, STE3, MDM32, UGA1, YIL042C, PIC2, ISN1, TPI1, PGS1, KGD2, YKL091C, CDC34, YEF3, AHC1, CYT1, APE2, QCR6, GPB1, CHC1, CHS6, PHO13, PET494, GPB2, GAL3

-- 32 of 672--
GOID	GO:0016310
TERM	phosphorylation
P-VALUE	5.87134806074399e-07
CORRECTED P-VALUE	0.000394554589681996
NUM_ANNOTATIONS	28 (of 244)
ANNOTATED_GENES	LSB6, ATP17, ATP2, YKL161C, ATP1, COX6, FUS3, YCK1, COX5A, IRE1, QCR8, YIL042C, NDI1, ATP5, ATP16, KSP1, CYC1, CYT1, GPB1, QCR6, ATP3, YBR028C, ATP14, TPK2, QCR2, YGL059W, SDH2, GAL3

-- 33 of 672--
GOID	GO:0042773
TERM	ATP synthesis coupled electron transport
P-VALUE	6.84489894604508e-07
CORRECTED P-VALUE	0.000459977209174229
NUM_ANNOTATIONS	9 (of 27)
ANNOTATED_GENES	CYC1, CYT1, COX6, QCR6, COX5A, QCR2, QCR8, NDI1, SDH2

-- 34 of 672--
GOID	GO:0042775
TERM	mitochondrial ATP synthesis coupled electron transport
P-VALUE	6.84489894604508e-07
CORRECTED P-VALUE	0.000459977209174229
NUM_ANNOTATIONS	9 (of 27)
ANNOTATED_GENES	CYC1, CYT1, COX6, QCR6, COX5A, QCR2, QCR8, NDI1, SDH2

-- 35 of 672--
GOID	GO:0044248
TERM	cellular catabolic process
P-VALUE	9.436832103693e-07
CORRECTED P-VALUE	0.000634155117368169
NUM_ANNOTATIONS	66 (of 901)
ANNOTATED_GENES	RPT3, PHO8, GRE3, KGD1, IDH1, YKR005C, GDH2, MDH2, LSC2, MNE1, UBP14, BNA1, ACO1, UGA3, YEA4, RAM1, YJR096W, UBA1, LPD1, SMF1, RRP6, IDH2, GIS3, CCP1, FUM1, FMS1, CIT2, TCM10, MMS1, DCS1, YPR1, RPN14, PBN1, YHR202W, PYC1, PUT4, CIT1, FBA1, JLP1, UGA2, ARO9, MLS1, TES1, UBX6, RPT5, APC1, VTC3, YLR108C, YNR068C, YKR089C, XKS1, IDP2, BNA5, TOM1, ICL1, HAL9, UGA1, YMR073C, TPI1, KGD2, CDC34, APE2, GDB1, VAM6, GAL3, SDH2

-- 36 of 672--
GOID	GO:0006733
TERM	oxidoreduction coenzyme metabolic process
P-VALUE	1.35687211247324e-06
CORRECTED P-VALUE	0.000911818059582018
NUM_ANNOTATIONS	13 (of 64)
ANNOTATED_GENES	NDE1, TPI1, ALD6, PYC2, PYC1, BNA4, BNA5, BNA2, ALD4, GUT2, NDE2, BNA1, NDI1

-- 37 of 672--
GOID	GO:0005975
TERM	carbohydrate metabolic process
P-VALUE	1.39988661002146e-06
CORRECTED P-VALUE	0.000940723801934421
NUM_ANNOTATIONS	35 (of 362)
ANNOTATED_GENES	FBP1, YPR1, YOL157C, BMH2, GSY2, PYC1, MNN1, CIT1, GRE3, FBA1, TPS3, KGD1, MLS1, MDH2, UBP14, PYC2, STD1, SHC1, XKS1, HAP4, IDP2, YJR096W, YEA4, ICL1, YIL042C, TPI1, ARA1, CIT2, CHS6, GDB1, GLG2, GUT2, CDA1, YIR007W, GAL3

-- 38 of 672--
GOID	GO:0006631
TERM	fatty acid metabolic process
P-VALUE	1.6347764353953e-06
CORRECTED P-VALUE	0.00109856976458564
NUM_ANNOTATIONS	13 (of 65)
ANNOTATED_GENES	TPI1, YPL095C, CRC1, UGA3, CAT2, ACC1, TES1, ATF1, FAS2, YMR210W, FAS1, UGA1, UGA2

-- 39 of 672--
GOID	GO:0019674
TERM	NAD metabolic process
P-VALUE	2.01750109180549e-06
CORRECTED P-VALUE	0.00135576073369329
NUM_ANNOTATIONS	8 (of 23)
ANNOTATED_GENES	NDE1, BNA5, BNA2, GUT2, NDE2, BNA4, NDI1, BNA1

-- 40 of 672--
GOID	GO:0008152
TERM	metabolic process
P-VALUE	2.1211149693636e-06
CORRECTED P-VALUE	0.00142538925941234
NUM_ANNOTATIONS	222 (of 4527)
ANNOTATED_GENES	AAD16, CYB2, BMH2, YPL095C, CRC1, RPT3, GCN4, YDC1, COX6, BNA4, YGL196W, SSU1, ISA1, GRE3, AGX1, KGD1, ATP16, YTA12, ACH1, GDH2, TPK2, NCE103, RNH203, BNA1, YIM1, NDE1, ATP17, HIM1, STD1, UGA3, CCC1, HAP4, YKL047W, YAT2, BNA2, CPA2, YGR263C, UBA1, QCR8, YML087C, RRP6, CYC1, IDH2, CAT2, ARA1, CCP1, NEM1, FUM1, CDA1, YJL206C, FAR1, FBP1, DCS1, MMS1, YNL165W, OSH6, YKL161C, PYC1, POR1, YHR202W, YCL047C, ACC1, YNR018W, PUT4, YSP3, YMR210W, PHO86, UGA2, TPS3, COR1, ICS2, ALD6, VIP1, MLS1, ATP3, TES1, YER186C, YBR028C, ATF1, VTC3, LSB6, ATP2, YNR068C, OCT1, YPL272C, XKS1, SHC1, HPA2, IDP2, TOM1, WTM1, FUS3, HAL9, YCK1, YMR073C, NDI1, ATP5, TCM62, HOM3, HYR1, AEP1, YPR196W, GDB1, TEF2, YGR110W, AFG3, GUT2, ACS2, YIR007W, NDE2, VAM6, SDH2, HSC82, YMR041C, KAR4, YOL157C, GSY2, ATP1, PCF11, PHO8, YNL156C, REB1, IDH1, KSP1, YKR005C, PDC2, TRL1, THI5, ALD4, MSC7, RIM20, MDH2, LSC2, UBP14, MNE1, LST8, SNZ3, ACS1, ACO1, RIM4, YPL137C, YMR289W, RAM1, YJR096W, YEA4, RIM101, COX5A, HAL1, IRE1, GLT1, PMA1, TPD3, LPD1, YPL113C, SMF1, GIS3, FMS1, CIT2, INO1, GLG2, QCR2, PTP1, YGL059W, FAS2, FAS1, AFT2, SSE1, TCM10, ADK1, YIL083C, YPR1, RPN14, PBN1, NCA2, MNN1, TTR1, MCM2, YCP4, CIT1, FBA1, JLP1, YNL134C, YMR110C, THI12, ARO9, SNZ2, ZTA1, WAR1, ATP14, UBX6, RPT5, APC1, SLI1, MSN4, YLR108C, PYC2, YKR089C, ASH1, BNA5, ICL1, FUN34, RPM2, THI11, MDM32, YIL042C, UGA1, ISN1, TPI1, PGS1, KGD2, CDC34, YEF3, CYT1, AHC1, APE2, QCR6, GPB1, CHS6, PHO13, PET494, GPB2, GAL3

-- 41 of 672--
GOID	GO:0006083
TERM	acetate metabolic process
P-VALUE	2.15513251249461e-06
CORRECTED P-VALUE	0.00144824904839638
NUM_ANNOTATIONS	5 (of 7)
ANNOTATED_GENES	ACS1, ALD6, ALD4, ATF1, ACH1

-- 42 of 672--
GOID	GO:0022904
TERM	respiratory electron transport chain
P-VALUE	2.54805360348816e-06
CORRECTED P-VALUE	0.00171229202154405
NUM_ANNOTATIONS	9 (of 31)
ANNOTATED_GENES	CYC1, CYT1, COX6, QCR6, COX5A, QCR2, QCR8, NDI1, SDH2

-- 43 of 672--
GOID	GO:0006103
TERM	2-oxoglutarate metabolic process
P-VALUE	2.72572857828729e-06
CORRECTED P-VALUE	0.00183168960460906
NUM_ANNOTATIONS	4 (of 4)
ANNOTATED_GENES	KGD1, GDH2, KGD2, LPD1

-- 44 of 672--
GOID	GO:0044262
TERM	cellular carbohydrate metabolic process
P-VALUE	3.69622811270083e-06
CORRECTED P-VALUE	0.00248386529173496
NUM_ANNOTATIONS	30 (of 298)
ANNOTATED_GENES	FBP1, YPR1, PYC2, YOL157C, BMH2, STD1, XKS1, GSY2, SHC1, PYC1, MNN1, IDP2, YEA4, YJR096W, ICL1, CIT1, GRE3, FBA1, YIL042C, TPS3, KGD1, TPI1, MLS1, CIT2, CHS6, GDB1, GLG2, MDH2, UBP14, GAL3

-- 45 of 672--
GOID	GO:0034637
TERM	cellular carbohydrate biosynthetic process
P-VALUE	4.49515249107455e-06
CORRECTED P-VALUE	0.00302074247400209
NUM_ANNOTATIONS	15 (of 93)
ANNOTATED_GENES	FBP1, TPI1, PYC2, BMH2, GSY2, SHC1, PYC1, CHS6, GDB1, YEA4, GLG2, MDH2, FBA1, UBP14, TPS3

-- 46 of 672--
GOID	GO:0016051
TERM	carbohydrate biosynthetic process
P-VALUE	5.15459816509099e-06
CORRECTED P-VALUE	0.00346388996694114
NUM_ANNOTATIONS	15 (of 94)
ANNOTATED_GENES	FBP1, TPI1, PYC2, BMH2, GSY2, SHC1, PYC1, CHS6, GDB1, YEA4, GLG2, MDH2, FBA1, UBP14, TPS3

-- 47 of 672--
GOID	GO:0009110
TERM	vitamin biosynthetic process
P-VALUE	7.06914671511152e-06
CORRECTED P-VALUE	0.00475046659255494
NUM_ANNOTATIONS	12 (of 63)
ANNOTATED_GENES	SNZ3, THI12, PDC2, SNZ2, YMR289W, BNA4, BNA5, BNA2, ALD4, THI5, THI11, BNA1

-- 48 of 672--
GOID	GO:0042364
TERM	water-soluble vitamin biosynthetic process
P-VALUE	7.06914671511152e-06
CORRECTED P-VALUE	0.00475046659255494
NUM_ANNOTATIONS	12 (of 63)
ANNOTATED_GENES	SNZ3, THI12, PDC2, SNZ2, YMR289W, BNA4, BNA5, BNA2, ALD4, THI5, THI11, BNA1

-- 49 of 672--
GOID	GO:0009266
TERM	response to temperature stimulus
P-VALUE	9.40621098294792e-06
CORRECTED P-VALUE	0.006320973780541
NUM_ANNOTATIONS	24 (of 220)
ANNOTATED_GENES	HSC82, MSN4, NCA2, GSY2, PYC1, YDC1, YJR096W, SEC1, YSP3, GRE3, MDM32, UGA1, AGX1, YMR110C, YKL091C, ARA1, PRM5, LSP1, TES1, ALD4, GUT2, NCE103, SDS24, RIM20

-- 50 of 672--
GOID	GO:0009084
