Date	Mon Jul 20 08:34:35 EDT 2009
-- 4 of 920--
GOID	GO:0009987
TERM	cellular process
P-VALUE	4.38496399598283e-23
CORRECTED P-VALUE	4.03416687630421e-20
NUM_ANNOTATIONS	561 (of 5304)
ANNOTATED_GENES	WRS1, CYB5, BNA4, RPL23A, MAL33, SRP14, MDM39, SQT1, DYS1, DPL1, RPL5, QRI5, UME1, CDC73, YHR162W, NGL1, GCD10, RHB1, MUQ1, MTO1, ECM31, TAH1, YLF2, RPS1B, RPC11, CLU1, GPX2, MRPL25, CLP1, DSE3, LYS1, CWP1, YOR286W, JJJ3, RPL43B, HUT1, NAT1, NUP1, SAM4, UBP8, RPL20B, NHP2, RPS13, SEC16, ATR1, YAE1, YNL086W, HIS3, TRM112, BUD32, NOP58, RPL14B, PHO86, MNN11, NNF1, CNB1, ATC1, ADE6, LSG1, MRPL35, ECM40, YMR293C, GCD7, RIB4, MRS11, PRS2, SWD3, YKR065C, RKI1, SIL1, SOL3, CKS1, MRPL49, RPL34B, RPS16A, HIS6, ELP6, HOG1, YNL045W, RPL7B, YOL098C, RPA135, ATP12, YNL035C, IMD2, MRP2, ATP18, CHK1, TRP3, YLR065C, RAS2, HEM13, RRP42, SDT1, YER048W-A, PUP1, MET22, FAA4, ADH4, TIM9, HO, CAX4, YKL137W, ARG8, TIM22, URA4, IDP1, MRPL3, HNT1, CSL4, MRP49, ODC2, SEC66, CYT2, PAM18, UTR2, LEU1, MRPL20, VPS55, MRPL40, MRP20, CPR8, MRPS8, PPA2, CTF8, KAP104, RLI1, RPS7A, YFR007W, FPR2, ACP1, YLR253W, DML1, RPL7A, ATP11, NOC4, MVD1, SHR3, DIC1, SCO1, YER007C-A, PRS4, SHE2, RPL21B, RHO3, RPL35B, SOP4, NOP1, KTR3, CYB2, PUB1, YHR045W, GGA2, ARO4, YKL056C, TOM22, YOR315W, ECM19, YGL039W, BIO2, RPA12, YKR070W, YJL200C, MCT1, MRPL27, RNH203, BNA1, ERG26, RSM26, TSR2, PEX32, EXG2, YGR263C, GUA1, SRB7, PWP1, YCL057C-A, HEK2, ANB1, SHO1, YPD1, COQ6, RPL9A, LAG1, ADH6, MRPL28, IMD4, RPL18B, UTP15, YTM1, RPS11A, RPL17A, RPS18B, MSS51, HTS1, MTR3, MRS6, ARO2, YOL003C, FSH1, PWP2, GRX5, TWF1, CBF5, RPL31A, PTC4, MRPL15, RGD1, RSM19, SAD1, RPL22A, MRPL4, SKI6, ECM7, CLN2, ECM25, YHR020W, GAB1, ERG28, CEM1, HIS5, GCD14, TRM2, RPB3, MIP6, CTM1, YDL038C, SNU13, RPS4B, ERO1, SOD1, SPT4, GDA1, URB2, SSA2, SHM1, YVH1, MAM33, TOM40, PAM16, YOR205C, ADK1, YAH1, ARD1, TSC13, FYV4, IMD3, RPS9A, DUS3, NUP133, RPS0A, VTS1, UIP5, CTP1, MMM1, PRP6, RPL31B, GIS2, TEF4, MAS6, ERJ5, HRP1, DPH1, GCV2, MRPL19, HIS1, COF1, COX18, MRS3, YLR262C-A, TRM82, URA1, YEL001C, CNE1, ERB1, PET54, YCR072C, RPL38, MTM1, HAS1, PEX31, UTP18, MRP10, PSE1, SMP3, TPK3, YML082W, NTF2, ARC35, SLD5, YPR004C, MIS1, MRPL33, LYS21, COX14, RPS11B, RPA34, YDR367W, YMC1, SIT4, RSM27, LIA1, MST1, YML119W, RPP1B, DUS4, CYC1, KRE33, ARX1, SEC22, CUE4, PDR8, UTP8, RPL21A, PPM1, SEC11, RPS19A, MES1, YER113C, RPS22A, LYS20, RHR2, AFG1, HFI1, YPL098C, ALD6, YHR133C, SEC63, TOM20, DRE2, SMY2, DLD1, PUF2, HYP2, SGN1, SCY1, MGE1, DBP2, YML096W, GCD1, LCB2, ERV25, ERG12, ILV3, YNL247W, PKR1, YLR456W, MID2, TYS1, ELP3, LEU9, DFG10, COP1, PUS6, HRK1, PRY2, TIF34, MAS2, WBP1, YJL213W, MRPS5, SOL1, FLX1, SWD2, PET117, ASN2, TRR1, RPC31, TRM11, COX16, YKL069W, MKK1, TRP2, ARV1, ISA2, BNA6, ARO3, SMF1, TIF5, RPS30A, RPL14A, YML6, SFB3, QCR2, YML125C, YML079W, ADE13, ERV1, RPP1, KRE9, HIS2, SFB2, TRM1, RTN1, UGO1, MRP4, ILV1, PSF2, YNL326C, PCL9, GAL83, YHM2, ICL2, SLM5, RPS4A, MET18, PPT1, RCL1, MBA1, CBP4, TIM11, LIP1, YER010C, HSP60, SWI5, IES6, YHR029C, GPI14, YCK2, DED81, RPS14A, NUP100, COG1, ALG2, XPT1, OST4, RPL23B, JAC1, RPL24A, PRO1, TIM21, YCL045C, MRPL9, SKI8, HEM12, RRF1, TOM5, MPD1, UBC4, DOA1, FAT1, DPH5, ASP1, MRPL6, SPE4, HIS4, ELP2, PAN3, DCW1, RPL12A, ERG24, RIM2, YML036W, MRPS9, SAP4, SEC28, ARG2, HXT4, YGR283C, MRPL7, PMP2, YIL064W, PET100, MRPS18, ARP3, TRP4, YOS1, RPL35A, GRS1, YDR341C, EMG1, THR4, RIB3, YBR014C, RPL27A, TOM71, RPA43, RPS28A, TRS31, MEF1, YNL123W, DPH2, PUF4, SIK1, SAT4, DAD3, URA3, CDC43, FAP7, MRP17, FUR1, TOM6, YGL220W, RPL8B, YDR493W, RPL18A, YGR203W, OAC1, YEL016C, RPA49, KRS1, HEM2, RAX2, MRH4, LYS9, TOA2, YKL033W-A, SEC13, RPS16B, UTP14, YLR050C, MEU1, DIE2, YHR198C, MRPL50, RPL6B, RPS30B, GIS3, MRPL1, ARO8, YIP1, COX10, VAS1, TOM7, RPA14, YPL183C, TRZ1, UBC9, SUA5, DTD1, BUD4, RPS20, TRX1, RAS1, RPS12, CAP2, YMR244C-A, SDS23, SKG3, QDR1, NUC1, EMP47, RPS25B, SSZ1, RPS18A, INM1, RPS10A, BDH1, RPS15, YAR028W, COX11, GPI12, MRS1, YER049W, ROT1, CAF17, COQ2, APL6, FRS2, SAM50, SAM1

-- 5 of 920--
GOID	GO:0008152
TERM	metabolic process
P-VALUE	5.6695836862586e-22
CORRECTED P-VALUE	5.21601699135791e-19
NUM_ANNOTATIONS	503 (of 4527)
ANNOTATED_GENES	WRS1, RPL38, CYB5, HAS1, MTM1, UTP18, BNA4, RPL23A, MAL33, SRP14, MRP10, SMP3, TPK3, DYS1, YML082W, DPL1, RPL5, QRI5, UME1, ARC35, YPS6, MIS1, YPR004C, SLD5, CDC73, YHR162W, NGL1, GCD10, RHB1, MUQ1, MTO1, MRPL33, ECM31, TAH1, LYS21, YLF2, COX14, RPS1B, RPC11, RPS11B, CLU1, RPA34, YDR367W, YMC1, SIT4, GPX2, MRPL25, CLP1, LIA1, RSM27, MST1, YML119W, RPP1B, LYS1, CWP1, CYC1, DUS4, YOR286W, JJJ3, RPL43B, HUT1, NAT1, NUP1, CUE4, SAM4, UBP8, UTP8, PDR8, RPL21A, PPM1, RPL20B, NHP2, RPS19A, SEC11, RPS13, RPS22A, YER113C, MES1, SEC16, ATR1, YAE1, HIS3, TRM112, BUD32, NOP58, LYS20, RHR2, RPL14B, HFI1, AFG1, PHO86, MNN11, NNF1, ADE6, ALD6, YHR133C, DRE2, MRPL35, DLD1, SMY2, PUF2, HYP2, ECM40, YMR293C, GCD7, SGN1, MGE1, SCY1, YML096W, DBP2, RIB4, PRS2, SWD3, GCD1, LCB2, RKI1, ERG12, SIL1, SOL3, YNL247W, ILV3, CKS1, YLR456W, MID2, MRPL49, RPL34B, RPS16A, HIS6, TYS1, ELP3, LEU9, ELP6, DFG10, COP1, PUS6, PRY2, HRK1, MAS2, HOG1, TIF34, WBP1, YJL213W, YNL045W, RPL7B, MRPS5, YOL098C, FLX1, RPA135, SOL1, ATP12, YMR315W, SWD2, ASN2, YNL035C, PET117, IMD2, RPC31, TRR1, MRP2, ATP18, CHK1, TRP3, YLR065C, TRM11, RAS2, HEM13, RRP42, SDT1, YER048W-A, COX16, YKL069W, PUP1, MKK1, MET22, FAA4, TRP2, ARV1, ISA2, ARO3, ADH4, BNA6, TIM9, HO, CAX4, ARG8, TIF5, SMF1, RPS30A, TIM22, YNL010W, URA4, IDP1, STE23, YML6, RPL14A, MRPL3, SFB3, HNT1, CSL4, QCR2, YML125C, MRP49, YML079W, ODC2, ADE13, CYT2, ERV1, UTR2, LEU1, MRPL20, KRE9, RPP1, MRPL40, MRP20, SFB2, HIS2, TRM1, ILV1, MRP4, CPR8, MRPS8, PSF2, YNL326C, PPA2, CTF8, PCL9, KAP104, GAL83, RLI1, ICL2, RPS7A, YFR007W, SLM5, RPS4A, PPT1, MET18, RCL1, MBA1, FPR2, ACP1, YLR253W, DML1, TIM11, RPL7A, LIP1, NOC4, MVD1, SHR3, DIC1, HSP60, SWI5, YER007C-A, IES6, PRS4, YCK2, GPI14, YHR029C, SHE2, DED81, RPL21B, MKC7, RPS14A, RHO3, RPL35B, NOP1, KTR3, CYB2, PUB1, ALG2, YHR045W, GGA2, ARO4, YKL056C, TOM22, XPT1, OST4, YOR315W, RPL23B, JAC1, YGL039W, RPL24A, PRO1, BIO2, RPA12, YCL045C, YKR070W, MRPL9, YJL200C, SKI8, HEM12, RRF1, TOM5, MCT1, MRPL27, UBC4, MPD1, RNH203, BNA1, DOA1, ERG26, RSM26, TSR2, FAT1, EXG2, YGR263C, ASP1, DPH5, GUA1, SRB7, PWP1, MRPL6, YCL057C-A, SPE4, HEK2, HIS4, ANB1, ELP2, PAN3, DCW1, RPL12A, COQ6, YML036W, RIM2, ERG24, RPL9A, MRPS9, LAG1, ADH6, ARG2, MRPL28, HXT4, IMD4, MRPS18, PET100, YIL064W, MRPL7, PMP2, TRP4, ARP3, RPL35A, YDR341C, GRS1, RPL18B, UTP15, YTM1, EMG1, THR4, RIB3, YJL217W, RPL27A, RPA43, TOM71, RPS11A, RPL17A, RPS18B, RPS28A, MSS51, HTS1, MTR3, MRS6, MEF1, TRS31, YNL123W, DPH2, ARO2, YOL003C, FSH1, PWP2, PUF4, SIK1, SAT4, GRX5, URA3, TWF1, FAP7, CDC43, CBF5, RPL31A, MRP17, PTC4, TOM6, FUR1, MRPL15, YGL220W, RPL8B, YDR493W, RSM19, SAD1, RPL22A, RPL18A, YGR203W, MRPL4, SKI6, RPA49, YEL016C, KRS1, ECM7, CLN2, HEM2, RAX2, YHR020W, MRH4, GAB1, ERG28, LYS9, TOA2, CEM1, YKL033W-A, HIS5, GCD14, TRM2, RPB3, SEC13, RPS16B, CTM1, UTP14, YLR050C, MEU1, YDL038C, SNU13, RPS4B, DIE2, ERO1, SOD1, SPT4, YHR198C, GDA1, MRPL50, URB2, RPL6B, SSA2, RPS30B, GIS3, SHM1, MRPL1, YVH1, ARO8, MAM33, YIP1, COX10, YOR205C, ADK1, YAH1, ARD1, VAS1, TOM7, TSC13, RPA14, FYV4, IMD3, TRZ1, UBC9, SUA5, DTD1, DUS3, RPS9A, RPS20, TRX1, RAS1, RPS0A, RPS12, CAP2, SDS23, VTS1, UIP5, CTP1, NUC1, RPS25B, PRP6, RPL31B, SSZ1, TEF4, RPS18A, INM1, RPS10A, MAS6, BDH1, ERJ5, RPS15, COX11, HRP1, DPH1, GPI12, GCV2, MRS1, MRPL19, HIS1, YER049W, MRS3, ROT1, YLR262C-A, TRM82, CAF17, COQ2, URA1, YEL001C, CNE1, APL6, ERB1, PET54, SAM1, SAM50, FRS2

-- 6 of 920--
GOID	GO:0044237
TERM	cellular metabolic process
P-VALUE	2.17938856511159e-20
CORRECTED P-VALUE	2.00503747990266e-17
NUM_ANNOTATIONS	484 (of 4334)
ANNOTATED_GENES	WRS1, RPL38, CYB5, HAS1, MTM1, UTP18, BNA4, RPL23A, MAL33, SRP14, MRP10, SMP3, TPK3, DYS1, YML082W, DPL1, RPL5, QRI5, UME1, ARC35, MIS1, YPR004C, SLD5, CDC73, YHR162W, NGL1, GCD10, RHB1, MUQ1, MTO1, MRPL33, ECM31, TAH1, LYS21, YLF2, COX14, RPS1B, RPC11, RPS11B, CLU1, RPA34, YDR367W, YMC1, SIT4, GPX2, MRPL25, CLP1, LIA1, RSM27, MST1, YML119W, RPP1B, LYS1, CWP1, CYC1, DUS4, YOR286W, JJJ3, RPL43B, HUT1, NAT1, NUP1, CUE4, SAM4, UBP8, UTP8, PDR8, RPL21A, PPM1, RPL20B, NHP2, RPS19A, SEC11, RPS13, RPS22A, YER113C, MES1, SEC16, ATR1, YAE1, HIS3, TRM112, BUD32, NOP58, LYS20, RHR2, RPL14B, HFI1, AFG1, PHO86, MNN11, NNF1, ADE6, ALD6, YHR133C, DRE2, MRPL35, DLD1, SMY2, PUF2, HYP2, ECM40, YMR293C, GCD7, SGN1, MGE1, SCY1, YML096W, DBP2, RIB4, PRS2, SWD3, GCD1, LCB2, RKI1, ERG12, SOL3, YNL247W, ILV3, CKS1, YLR456W, MID2, MRPL49, RPL34B, RPS16A, HIS6, TYS1, ELP3, LEU9, ELP6, COP1, PUS6, PRY2, HRK1, HOG1, TIF34, WBP1, YJL213W, YNL045W, RPL7B, MRPS5, YOL098C, FLX1, RPA135, SOL1, ATP12, SWD2, ASN2, YNL035C, PET117, IMD2, RPC31, TRR1, MRP2, ATP18, CHK1, TRP3, YLR065C, TRM11, RAS2, HEM13, SDT1, RRP42, YER048W-A, COX16, YKL069W, PUP1, MKK1, MET22, FAA4, TRP2, ARV1, ISA2, ARO3, ADH4, BNA6, TIM9, HO, CAX4, ARG8, TIF5, SMF1, RPS30A, TIM22, URA4, IDP1, YML6, RPL14A, MRPL3, HNT1, CSL4, QCR2, YML125C, MRP49, YML079W, ODC2, ADE13, CYT2, LEU1, MRPL20, KRE9, RPP1, MRPL40, MRP20, SFB2, HIS2, TRM1, ILV1, MRP4, CPR8, MRPS8, PSF2, YNL326C, PPA2, CTF8, PCL9, KAP104, GAL83, RLI1, ICL2, RPS7A, YFR007W, SLM5, RPS4A, PPT1, MET18, RCL1, MBA1, FPR2, ACP1, YLR253W, DML1, TIM11, RPL7A, LIP1, NOC4, MVD1, SHR3, DIC1, HSP60, SWI5, YER007C-A, IES6, PRS4, YCK2, GPI14, SHE2, DED81, RPL21B, RPS14A, RHO3, RPL35B, NOP1, KTR3, CYB2, PUB1, ALG2, YHR045W, GGA2, ARO4, YKL056C, TOM22, XPT1, OST4, YOR315W, RPL23B, JAC1, YGL039W, RPL24A, PRO1, BIO2, RPA12, YCL045C, MRPL9, YJL200C, SKI8, HEM12, RRF1, TOM5, MCT1, MRPL27, UBC4, MPD1, RNH203, BNA1, DOA1, ERG26, RSM26, TSR2, FAT1, YGR263C, ASP1, DPH5, GUA1, SRB7, PWP1, MRPL6, YCL057C-A, SPE4, HEK2, HIS4, ANB1, ELP2, PAN3, RPL12A, COQ6, YML036W, RIM2, ERG24, RPL9A, MRPS9, LAG1, ADH6, ARG2, MRPL28, HXT4, IMD4, MRPS18, PET100, MRPL7, PMP2, ARP3, TRP4, RPL35A, YDR341C, GRS1, RPL18B, UTP15, YTM1, EMG1, THR4, RIB3, RPL27A, RPA43, TOM71, RPS11A, RPL17A, RPS18B, RPS28A, MSS51, HTS1, MTR3, MRS6, MEF1, TRS31, DPH2, ARO2, YOL003C, FSH1, PWP2, PUF4, SIK1, SAT4, GRX5, URA3, TWF1, FAP7, CDC43, CBF5, RPL31A, MRP17, PTC4, TOM6, FUR1, MRPL15, YGL220W, RPL8B, YDR493W, RSM19, SAD1, RPL22A, RPL18A, YGR203W, MRPL4, SKI6, RPA49, YEL016C, KRS1, CLN2, HEM2, RAX2, YHR020W, MRH4, GAB1, ERG28, LYS9, TOA2, CEM1, YKL033W-A, HIS5, GCD14, TRM2, RPB3, SEC13, RPS16B, CTM1, UTP14, YLR050C, MEU1, YDL038C, SNU13, RPS4B, DIE2, ERO1, SOD1, SPT4, YHR198C, GDA1, MRPL50, URB2, RPL6B, SSA2, RPS30B, GIS3, SHM1, MRPL1, YVH1, ARO8, MAM33, YIP1, COX10, YOR205C, ADK1, YAH1, ARD1, VAS1, TOM7, TSC13, RPA14, FYV4, IMD3, TRZ1, UBC9, SUA5, DTD1, DUS3, RPS9A, RPS20, TRX1, RAS1, RPS0A, RPS12, CAP2, SDS23, VTS1, UIP5, CTP1, NUC1, RPS25B, PRP6, RPL31B, SSZ1, TEF4, RPS18A, INM1, RPS10A, MAS6, BDH1, ERJ5, RPS15, COX11, HRP1, DPH1, GPI12, GCV2, MRS1, MRPL19, HIS1, YER049W, MRS3, ROT1, YLR262C-A, TRM82, CAF17, COQ2, URA1, YEL001C, CNE1, APL6, ERB1, PET54, SAM1, SAM50, FRS2

-- 7 of 920--
GOID	GO:0044267
TERM	cellular protein metabolic process
P-VALUE	8.02785587720122e-20
CORRECTED P-VALUE	7.38562740702512e-17
NUM_ANNOTATIONS	280 (of 2038)
