Date	Mon Jul 20 08:34:35 EDT 2009
ANNOTATED_GENES	WRS1, RPL38, MTM1, RPL23A, SRP14, MRP10, SMP3, TPK3, DYS1, RPL5, QRI5, UME1, ARC35, MIS1, CDC73, GCD10, RHB1, MTO1, MRPL33, TAH1, LYS21, YLF2, COX14, RPS1B, RPS11B, CLU1, YDR367W, SIT4, GPX2, MRPL25, LIA1, RSM27, MST1, RPP1B, CWP1, YOR286W, JJJ3, RPL43B, NAT1, UBP8, RPL21A, PPM1, RPL20B, RPS19A, SEC11, RPS13, RPS22A, MES1, TRM112, BUD32, LYS20, RHR2, RPL14B, HFI1, AFG1, PHO86, MNN11, MRPL35, HYP2, YMR293C, GCD7, MGE1, SCY1, SWD3, GCD1, LCB2, ERG12, SOL3, YNL247W, MRPL49, RPL34B, RPS16A, TYS1, ELP6, COP1, HRK1, HOG1, TIF34, WBP1, RPL7B, MRPS5, YOL098C, FLX1, ATP12, SWD2, PET117, YNL035C, TRR1, MRP2, CHK1, TRP3, HEM13, PUP1, MKK1, FAA4, TRP2, ARV1, ADH4, BNA6, TIM9, CAX4, SMF1, TIF5, RPS30A, YML6, RPL14A, MRPL3, MRP49, ODC2, YML079W, CYT2, LEU1, MRPL20, MRPL40, MRP20, MRP4, CPR8, MRPS8, YNL326C, KAP104, GAL83, RLI1, RPS7A, SLM5, RPS4A, PPT1, MET18, FPR2, YLR253W, RPL7A, SHR3, HSP60, YER007C-A, IES6, YCK2, GPI14, SHE2, DED81, RPL21B, RPS14A, RPL35B, KTR3, PUB1, ALG2, YHR045W, GGA2, YKL056C, TOM22, OST4, RPL23B, JAC1, RPL24A, BIO2, YCL045C, MRPL9, SKI8, HEM12, RRF1, TOM5, MRPL27, MPD1, UBC4, BNA1, DOA1, RSM26, FAT1, DPH5, MRPL6, HEK2, ANB1, ELP2, PAN3, RPL12A, RIM2, MRPS9, RPL9A, LAG1, ADH6, MRPL28, MRPL7, PMP2, MRPS18, ARP3, TRP4, RPL35A, GRS1, RPL18B, YDR341C, RIB3, RPL27A, TOM71, RPS11A, RPL17A, RPS18B, HTS1, MSS51, RPS28A, MEF1, TRS31, DPH2, YOL003C, FSH1, PUF4, SAT4, URA3, CDC43, TWF1, RPL31A, MRP17, PTC4, TOM6, MRPL15, RPL8B, RPL22A, SAD1, RSM19, YDR493W, RPL18A, MRPL4, KRS1, YHR020W, GAB1, LYS9, SEC13, RPS16B, CTM1, YDL038C, DIE2, RPS4B, ERO1, GDA1, MRPL50, RPL6B, RPS30B, SSA2, SHM1, MRPL1, YVH1, ARO8, MAM33, YIP1, COX10, YAH1, VAS1, ARD1, TOM7, FYV4, UBC9, DTD1, RPS9A, RPS20, RPS0A, RPS12, CAP2, CTP1, PRP6, RPS25B, RPL31B, SSZ1, TEF4, RPS18A, RPS10A, MAS6, RPS15, ERJ5, HRP1, COX11, GPI12, DPH1, MRS1, YER049W, MRPL19, ROT1, MRS3, YLR262C-A, YEL001C, APL6, CNE1, PET54, FRS2

-- 8 of 920--
GOID	GO:0044238
TERM	primary metabolic process
P-VALUE	1.70066612283745e-18
CORRECTED P-VALUE	1.56461283301046e-15
NUM_ANNOTATIONS	459 (of 4087)
ANNOTATED_GENES	WRS1, RPL38, CYB5, HAS1, MTM1, UTP18, BNA4, RPL23A, MAL33, SRP14, MRP10, SMP3, TPK3, DYS1, YML082W, DPL1, RPL5, QRI5, UME1, ARC35, YPS6, MIS1, YPR004C, SLD5, CDC73, GCD10, RHB1, MUQ1, MTO1, MRPL33, TAH1, LYS21, YLF2, COX14, RPS1B, RPC11, RPS11B, CLU1, RPA34, YDR367W, SIT4, GPX2, MRPL25, CLP1, LIA1, RSM27, MST1, RPP1B, LYS1, CWP1, DUS4, YOR286W, JJJ3, RPL43B, NAT1, NUP1, CUE4, SAM4, UBP8, UTP8, PDR8, RPL21A, PPM1, RPL20B, NHP2, RPS19A, SEC11, RPS13, RPS22A, YER113C, MES1, SEC16, YAE1, HIS3, TRM112, BUD32, NOP58, LYS20, RHR2, RPL14B, HFI1, AFG1, PHO86, MNN11, NNF1, ADE6, ALD6, YHR133C, DRE2, MRPL35, DLD1, SMY2, PUF2, HYP2, ECM40, YMR293C, GCD7, SGN1, MGE1, SCY1, YML096W, DBP2, RIB4, PRS2, SWD3, GCD1, LCB2, RKI1, ERG12, SIL1, SOL3, YNL247W, ILV3, CKS1, MID2, MRPL49, RPL34B, RPS16A, HIS6, TYS1, ELP3, LEU9, ELP6, DFG10, COP1, PUS6, HRK1, MAS2, HOG1, TIF34, WBP1, YNL045W, RPL7B, MRPS5, YOL098C, FLX1, SOL1, RPA135, ATP12, SWD2, ASN2, YNL035C, PET117, IMD2, TRR1, RPC31, MRP2, ATP18, CHK1, TRP3, TRM11, RAS2, HEM13, SDT1, RRP42, PUP1, MKK1, MET22, FAA4, TRP2, ARV1, ARO3, ADH4, BNA6, TIM9, HO, CAX4, ARG8, TIF5, SMF1, RPS30A, TIM22, URA4, IDP1, STE23, YML6, RPL14A, MRPL3, HNT1, CSL4, QCR2, YML125C, MRP49, YML079W, ODC2, ADE13, CYT2, UTR2, LEU1, MRPL20, KRE9, RPP1, MRPL40, MRP20, HIS2, TRM1, ILV1, MRP4, CPR8, MRPS8, PSF2, YNL326C, CTF8, KAP104, GAL83, RLI1, ICL2, RPS7A, YFR007W, SLM5, RPS4A, PPT1, MET18, RCL1, FPR2, ACP1, YLR253W, DML1, TIM11, RPL7A, LIP1, NOC4, MVD1, SHR3, DIC1, HSP60, SWI5, YER007C-A, IES6, PRS4, YCK2, GPI14, SHE2, DED81, RPL21B, MKC7, RPS14A, RHO3, RPL35B, NOP1, KTR3, PUB1, ALG2, YHR045W, GGA2, YKL056C, TOM22, ARO4, XPT1, OST4, YOR315W, RPL23B, JAC1, RPL24A, PRO1, BIO2, RPA12, YCL045C, MRPL9, SKI8, HEM12, RRF1, TOM5, MCT1, MRPL27, UBC4, MPD1, RNH203, BNA1, DOA1, ERG26, RSM26, TSR2, FAT1, EXG2, YGR263C, DPH5, GUA1, ASP1, SRB7, PWP1, MRPL6, SPE4, HEK2, HIS4, ANB1, ELP2, PAN3, DCW1, RPL12A, YML036W, RIM2, ERG24, RPL9A, MRPS9, LAG1, ADH6, ARG2, MRPL28, HXT4, IMD4, MRPS18, MRPL7, PMP2, ARP3, TRP4, RPL35A, GRS1, RPL18B, YDR341C, UTP15, YTM1, EMG1, THR4, RIB3, YJL217W, RPL27A, RPA43, TOM71, RPS11A, RPL17A, RPS18B, RPS28A, MSS51, HTS1, MTR3, MRS6, MEF1, TRS31, YNL123W, DPH2, ARO2, YOL003C, FSH1, PWP2, PUF4, SIK1, SAT4, URA3, TWF1, FAP7, CDC43, CBF5, RPL31A, MRP17, PTC4, TOM6, FUR1, MRPL15, YGL220W, RPL8B, YDR493W, RSM19, RPL22A, SAD1, RPL18A, MRPL4, SKI6, RPA49, YEL016C, KRS1, RAX2, YHR020W, MRH4, GAB1, LYS9, ERG28, TOA2, CEM1, HIS5, GCD14, TRM2, RPB3, SEC13, RPS16B, CTM1, UTP14, MEU1, YDL038C, SNU13, RPS4B, DIE2, ERO1, SOD1, SPT4, YHR198C, GDA1, MRPL50, URB2, RPL6B, SSA2, RPS30B, SHM1, MRPL1, YVH1, ARO8, MAM33, YIP1, COX10, YOR205C, ADK1, YAH1, ARD1, VAS1, TOM7, TSC13, RPA14, FYV4, IMD3, TRZ1, UBC9, SUA5, DTD1, DUS3, RPS9A, RPS20, TRX1, RAS1, RPS0A, RPS12, CAP2, SDS23, VTS1, UIP5, CTP1, NUC1, RPS25B, PRP6, RPL31B, SSZ1, TEF4, RPS18A, INM1, RPS10A, MAS6, ERJ5, RPS15, COX11, HRP1, DPH1, GPI12, GCV2, MRS1, MRPL19, YER049W, HIS1, MRS3, ROT1, YLR262C-A, TRM82, COQ2, URA1, YEL001C, CNE1, APL6, ERB1, PET54, FRS2, SAM1

-- 9 of 920--
GOID	GO:0019538
TERM	protein metabolic process
P-VALUE	1.97051541004849e-18
CORRECTED P-VALUE	1.81287417724461e-15
NUM_ANNOTATIONS	292 (of 2203)
ANNOTATED_GENES	WRS1, RPL38, MTM1, RPL23A, SRP14, MRP10, SMP3, TPK3, DYS1, RPL5, QRI5, UME1, ARC35, YPS6, MIS1, CDC73, GCD10, RHB1, MUQ1, MTO1, MRPL33, TAH1, LYS21, YLF2, COX14, RPS1B, RPS11B, CLU1, YDR367W, SIT4, GPX2, MRPL25, LIA1, RSM27, MST1, RPP1B, CWP1, YOR286W, JJJ3, RPL43B, NAT1, UBP8, RPL21A, PPM1, RPL20B, RPS19A, SEC11, RPS13, RPS22A, MES1, TRM112, BUD32, LYS20, RHR2, RPL14B, HFI1, AFG1, PHO86, MNN11, MRPL35, HYP2, YMR293C, GCD7, MGE1, SCY1, SWD3, GCD1, LCB2, ERG12, SIL1, SOL3, YNL247W, MRPL49, RPL34B, RPS16A, TYS1, ELP6, COP1, HRK1, MAS2, HOG1, TIF34, WBP1, YNL045W, RPL7B, MRPS5, YOL098C, FLX1, ATP12, SWD2, PET117, YNL035C, TRR1, MRP2, CHK1, TRP3, HEM13, PUP1, MKK1, FAA4, MET22, TRP2, ARV1, ADH4, BNA6, TIM9, HO, CAX4, SMF1, TIF5, RPS30A, STE23, YML6, RPL14A, MRPL3, QCR2, MRP49, ODC2, YML079W, CYT2, LEU1, MRPL20, MRPL40, MRP20, MRP4, CPR8, MRPS8, YNL326C, KAP104, GAL83, RLI1, YFR007W, RPS7A, SLM5, RPS4A, PPT1, MET18, FPR2, YLR253W, RPL7A, SHR3, HSP60, YER007C-A, IES6, YCK2, GPI14, SHE2, DED81, MKC7, RPL21B, RPS14A, RPL35B, KTR3, PUB1, ALG2, YHR045W, GGA2, YKL056C, TOM22, OST4, RPL23B, JAC1, RPL24A, BIO2, YCL045C, MRPL9, SKI8, HEM12, RRF1, TOM5, MRPL27, MPD1, UBC4, BNA1, DOA1, RSM26, FAT1, DPH5, MRPL6, HEK2, ANB1, ELP2, PAN3, RPL12A, RIM2, MRPS9, RPL9A, LAG1, ADH6, MRPL28, MRPL7, PMP2, MRPS18, ARP3, TRP4, RPL35A, GRS1, RPL18B, YDR341C, RIB3, RPL27A, TOM71, RPS11A, RPL17A, RPS18B, HTS1, MSS51, RPS28A, MEF1, TRS31, YNL123W, DPH2, YOL003C, FSH1, PUF4, SAT4, URA3, CDC43, TWF1, RPL31A, MRP17, PTC4, TOM6, MRPL15, RPL8B, RPL22A, SAD1, RSM19, YDR493W, RPL18A, MRPL4, KRS1, YHR020W, GAB1, LYS9, SEC13, RPS16B, CTM1, YDL038C, DIE2, RPS4B, ERO1, GDA1, MRPL50, RPL6B, RPS30B, SSA2, SHM1, MRPL1, YVH1, ARO8, MAM33, YIP1, COX10, YAH1, VAS1, ARD1, TOM7, FYV4, UBC9, DTD1, RPS9A, RPS20, RPS0A, RPS12, CAP2, CTP1, RPS25B, PRP6, RPL31B, SSZ1, TEF4, RPS18A, RPS10A, MAS6, ERJ5, RPS15, HRP1, COX11, GPI12, DPH1, MRS1, YER049W, MRPL19, ROT1, MRS3, YLR262C-A, YEL001C, APL6, CNE1, PET54, FRS2

-- 10 of 920--
GOID	GO:0007005
TERM	mitochondrion organization
P-VALUE	2.50245728690648e-17
CORRECTED P-VALUE	2.30226070395396e-14
NUM_ANNOTATIONS	71 (of 280)
ANNOTATED_GENES	RSM19, MAS2, MDM39, MRP10, TOM22, MRPS5, ATP12, PET117, ARC35, TIM21, MRP2, MRPL33, TOM5, MRPL27, CLU1, RSM26, TIM9, MRPL25, YKL137W, RSM27, MRPL6, MST1, MRPL50, TIM22, YML6, MRPL1, MRPL3, TOM40, PAM16, ERV1, TOM7, RIM2, PAM18, MRPL20, MRPS9, MRPL40, MRP20, MRPL28, MRPL7, PET100, MRPS18, ARP3, UGO1, MRP4, YPL098C, MRPS8, GRS1, TOM20, MRPL35, YHM2, MGE1, SLM5, MMM1, HTS1, MRS11, MBA1, MEF1, YKR065C, CBP4, DML1, TIM11, MAS6, ATP11, MRPL49, HSP60, MRPL19, COX18, MRP17, SAM50, TOM6, MRPL15

-- 11 of 920--
GOID	GO:0006519
TERM	cellular amino acid and derivative metabolic process
P-VALUE	2.7720631540488e-16
CORRECTED P-VALUE	2.55029810172489e-13
NUM_ANNOTATIONS	68 (of 272)
ANNOTATED_GENES	WRS1, BNA4, ARO4, DYS1, YML082W, KRS1, ASN2, PRO1, YHR020W, MIS1, TRP3, MUQ1, LYS9, LYS21, HIS5, MET22, TRP2, ARO3, MEU1, ADH4, ASP1, GUA1, LIA1, ARG8, MST1, SPE4, YHR198C, LYS1, HIS4, ANB1, SHM1, IDP1, ARO8, SAM4, VAS1, MES1, LEU1, HIS3, LYS20, HIS2, ARG2, TRP4, DTD1, ADE6, ILV1, GRS1, YDR341C, THR4, HYP2, YMR293C, ICL2, ECM40, SLM5, YML096W, MET18, HTS1, YNL247W, ILV3, ARO2, GCV2, HIS1, DIC1, HIS6, DED81, TYS1, LEU9, FRS2, SAM1

-- 12 of 920--
GOID	GO:0010467
TERM	gene expression
P-VALUE	8.80571270206457e-14
CORRECTED P-VALUE	8.1012556858994e-11
NUM_ANNOTATIONS	284 (of 2280)
ANNOTATED_GENES	WRS1, RPL38, HAS1, MTM1, UTP18, RPL23A, MAL33, SRP14, MRP10, SMP3, RPL5, QRI5, UME1, MIS1, CDC73, GCD10, MTO1, MRPL33, LYS21, YLF2, COX14, RPS1B, RPC11, RPS11B, CLU1, RPA34, YDR367W, SIT4, GPX2, MRPL25, CLP1, RSM27, MST1, RPP1B, DUS4, YOR286W, RPL43B, NAT1, CUE4, UBP8, UTP8, PDR8, RPL21A, RPL20B, NHP2, RPS19A, SEC11, RPS13, RPS22A, MES1, SEC16, YAE1, TRM112, BUD32, NOP58, LYS20, RHR2, RPL14B, HFI1, MRPL35, HYP2, YMR293C, GCD7, DBP2, SWD3, GCD1, LCB2, ERG12, SOL3, YNL247W, CKS1, MID2, MRPL49, RPL34B, RPS16A, TYS1, ELP3, ELP6, COP1, PUS6, MAS2, HOG1, TIF34, RPL7B, MRPS5, YOL098C, FLX1, RPA135, ATP12, SWD2, PET117, YNL035C, TRR1, RPC31, MRP2, TRP3, TRM11, RAS2, HEM13, RRP42, TRP2, ADH4, TIM9, HO, TIF5, RPS30A, STE23, YML6, RPL14A, MRPL3, CSL4, MRP49, ODC2, LEU1, MRPL20, RPP1, MRPL40, MRP20, TRM1, MRP4, MRPS8, KAP104, RLI1, RPS7A, SLM5, RPS4A, MET18, RCL1, YLR253W, RPL7A, NOC4, SHR3, HSP60, SWI5, YER007C-A, IES6, YCK2, SHE2, DED81, RPL21B, RPS14A, RPL35B, NOP1, PUB1, GGA2, YKL056C, TOM22, RPL23B, YOR315W, RPL24A, BIO2, RPA12, YCL045C, MRPL9, SKI8, RRF1, TOM5, MRPL27, RSM26, TSR2, PWP1, SRB7, MRPL6, HEK2, ANB1, ELP2, PAN3, RPL12A, RIM2, YML036W, MRPS9, RPL9A, LAG1, ADH6, MRPL28, MRPL7, PMP2, MRPS18, TRP4, RPL35A, GRS1, RPL18B, YDR341C, YTM1, UTP15, EMG1, RPL27A, RPA43, TOM71, RPS11A, RPL17A, RPS18B, HTS1, MSS51, RPS28A, MTR3, MEF1, TRS31, FSH1, PWP2, PUF4, SIK1, URA3, FAP7, CDC43, CBF5, RPL31A, MRP17, TOM6, MRPL15, YGL220W, RPL8B, RPL22A, SAD1, RSM19, YDR493W, RPL18A, MRPL4, SKI6, YEL016C, RPA49, KRS1, YHR020W, LYS9, TOA2, TRM2, GCD14, RPB3, SEC13, RPS16B, UTP14, SNU13, DIE2, RPS4B, SOD1, SPT4, URB2, MRPL50, RPL6B, RPS30B, SSA2, SHM1, MRPL1, ARO8, MAM33, YIP1, COX10, YAH1, VAS1, TOM7, RPA14, FYV4, TRZ1, SUA5, DTD1, RPS9A, DUS3, RPS20, RPS0A, RPS12, SDS23, CTP1, PRP6, RPS25B, RPL31B, SSZ1, TEF4, RPS18A, RPS10A, MAS6, RPS15, HRP1, COX11, MRS1, YER049W, MRPL19, MRS3, YLR262C-A, TRM82, YEL001C, APL6, ERB1, PET54, FRS2

-- 13 of 920--
GOID	GO:0006520
TERM	cellular amino acid metabolic process
P-VALUE	2.60773639658621e-13
CORRECTED P-VALUE	2.39911748485932e-10
NUM_ANNOTATIONS	59 (of 247)
ANNOTATED_GENES	WRS1, MES1, VAS1, LEU1, HIS3, ARO4, LYS20, ARG2, HIS2, YML082W, KRS1, ASN2, DTD1, TRP4, PRO1, ILV1, ADE6, YHR020W, MIS1, YDR341C, GRS1, TRP3, LYS9, THR4, LYS21, HIS5, ECM40, ICL2, YMR293C, SLM5, YML096W, MET22, TRP2, HTS1, MET18, ARO3, MEU1, ADH4, ILV3, GUA1, YNL247W, ASP1, ARO2, ARG8, MST1, LYS1, GCV2, HIS4, HIS1, SHM1, IDP1, ARO8, HIS6, TYS1, DED81, SAM4, LEU9, SAM1, FRS2

-- 14 of 920--
GOID	GO:0009308
TERM	cellular amine metabolic process
P-VALUE	5.90986257338885e-13
CORRECTED P-VALUE	5.43707356751775e-10
NUM_ANNOTATIONS	62 (of 272)
ANNOTATED_GENES	WRS1, MES1, VAS1, LEU1, HIS3, ARO4, LYS20, ARG2, HIS2, DYS1, YML082W, KRS1, ASN2, DTD1, TRP4, PRO1, ILV1, ADE6, YHR020W, MIS1, YDR341C, GRS1, TRP3, MUQ1, LYS9, THR4, LYS21, HIS5, ECM40, ICL2, YMR293C, SLM5, YML096W, MET22, TRP2, HTS1, MET18, ARO3, MEU1, ADH4, ASP1, ILV3, GUA1, YNL247W, ARO2, ARG8, MST1, SPE4, LYS1, GCV2, HIS4, HIS1, SHM1, IDP1, ARO8, HIS6, TYS1, DED81, SAM4, LEU9, SAM1, FRS2

-- 15 of 920--
GOID	GO:0034645
TERM	cellular macromolecule biosynthetic process
P-VALUE	6.23282761810778e-13
CORRECTED P-VALUE	5.73420140865916e-10
NUM_ANNOTATIONS	260 (of 2062)
ANNOTATED_GENES	WRS1, RPL38, MTM1, RPL23A, MAL33, SRP14, MRP10, SMP3, RPL5, QRI5, UME1, MIS1, SLD5, CDC73, GCD10, MTO1, MRPL33, LYS21, YLF2, COX14, RPS1B, RPC11, RPS11B, CLU1, RPA34, YDR367W, SIT4, GPX2, MRPL25, RSM27, MST1, RPP1B, YOR286W, RPL43B, NAT1, CUE4, UBP8, UTP8, PDR8, RPL21A, RPL20B, RPS19A, RPS13, RPS22A, MES1, SEC16, YAE1, BUD32, LYS20, RHR2, RPL14B, HFI1, MNN11, MRPL35, HYP2, YMR293C, GCD7, SWD3, GCD1, LCB2, ERG12, SOL3, YNL247W, CKS1, MRPL49, RPL34B, RPS16A, TYS1, ELP3, ELP6, COP1, TIF34, HOG1, WBP1, RPL7B, MRPS5, YOL098C, FLX1, RPA135, ATP12, SWD2, PET117, YNL035C, TRR1, RPC31, MRP2, CHK1, TRP3, RAS2, HEM13, FAA4, TRP2, ADH4, TIM9, CAX4, TIF5, RPS30A, YML6, RPL14A, MRPL3, MRP49, ODC2, LEU1, MRPL20, MRPL40, MRP20, MRP4, MRPS8, PSF2, YNL326C, CTF8, KAP104, RLI1, RPS7A, SLM5, RPS4A, MET18, YLR253W, RPL7A, SHR3, SWI5, YER007C-A, IES6, YCK2, GPI14, SHE2, DED81, RPL21B, RPS14A, RPL35B, KTR3, PUB1, GGA2, ALG2, YKL056C, TOM22, OST4, RPL23B, YOR315W, RPL24A, BIO2, RPA12, YCL045C, MRPL9, SKI8, RRF1, TOM5, MRPL27, RNH203, RSM26, SRB7, MRPL6, HEK2, ANB1, ELP2, RPL12A, RIM2, YML036W, MRPS9, RPL9A, LAG1, ADH6, MRPL28, MRPL7, PMP2, MRPS18, TRP4, RPL35A, GRS1, RPL18B, YDR341C, UTP15, RPL27A, RPA43, TOM71, RPS11A, RPL17A, RPS18B, HTS1, MSS51, RPS28A, MEF1, TRS31, YOL003C, FSH1, PUF4, URA3, FAP7, CDC43, RPL31A, MRP17, TOM6, MRPL15, YGL220W, RPL8B, RPL22A, SAD1, RSM19, YDR493W, RPL18A, MRPL4, YEL016C, RPA49, KRS1, YHR020W, GAB1, LYS9, TOA2, RPB3, SEC13, RPS16B, DIE2, RPS4B, SOD1, SPT4, GDA1, MRPL50, RPL6B, RPS30B, SSA2, SHM1, MRPL1, ARO8, MAM33, YIP1, COX10, YAH1, VAS1, TOM7, RPA14, FYV4, DTD1, RPS9A, RPS20, TRX1, RPS0A, RPS12, SDS23, CTP1, PRP6, RPS25B, RPL31B, SSZ1, TEF4, RPS18A, RPS10A, MAS6, RPS15, HRP1, COX11, GPI12, MRS1, YER049W, MRPL19, MRS3, YLR262C-A, APL6, YEL001C, PET54, FRS2

-- 16 of 920--
GOID	GO:0009059
TERM	macromolecule biosynthetic process
P-VALUE	8.72688389529799e-13
CORRECTED P-VALUE	8.02873318367415e-10
NUM_ANNOTATIONS	264 (of 2109)
ANNOTATED_GENES	WRS1, RPL38, MTM1, RPL23A, MAL33, SRP14, MRP10, SMP3, RPL5, QRI5, UME1, MIS1, SLD5, CDC73, GCD10, MTO1, MRPL33, LYS21, YLF2, COX14, RPS1B, RPC11, RPS11B, CLU1, RPA34, YDR367W, SIT4, GPX2, MRPL25, RSM27, MST1, RPP1B, YOR286W, RPL43B, NAT1, CUE4, UBP8, UTP8, PDR8, RPL21A, RPL20B, RPS19A, RPS13, RPS22A, MES1, SEC16, YAE1, BUD32, LYS20, RHR2, RPL14B, HFI1, MNN11, MRPL35, HYP2, YMR293C, GCD7, SWD3, GCD1, LCB2, ERG12, SOL3, YNL247W, CKS1, MID2, MRPL49, RPL34B, RPS16A, TYS1, ELP3, ELP6, COP1, TIF34, HOG1, WBP1, RPL7B, MRPS5, YOL098C, FLX1, RPA135, ATP12, SWD2, PET117, YNL035C, TRR1, RPC31, MRP2, CHK1, TRP3, RAS2, HEM13, FAA4, TRP2, ADH4, TIM9, CAX4, TIF5, RPS30A, YML6, RPL14A, MRPL3, SFB3, MRP49, ODC2, LEU1, MRPL20, MRPL40, MRP20, MRP4, MRPS8, PSF2, YNL326C, CTF8, KAP104, RLI1, RPS7A, SLM5, RPS4A, MET18, YLR253W, RPL7A, SHR3, SWI5, YER007C-A, IES6, YCK2, GPI14, SHE2, DED81, RPL21B, RPS14A, RPL35B, KTR3, PUB1, GGA2, ALG2, YKL056C, TOM22, OST4, RPL23B, YOR315W, RPL24A, BIO2, RPA12, YCL045C, MRPL9, SKI8, RRF1, TOM5, MRPL27, RNH203, RSM26, SRB7, MRPL6, HEK2, ANB1, ELP2, RPL12A, RIM2, YML036W, MRPS9, RPL9A, LAG1, ADH6, HXT4, MRPL28, MRPL7, PMP2, MRPS18, TRP4, RPL35A, GRS1, RPL18B, YDR341C, UTP15, RPL27A, RPA43, TOM71, RPS11A, RPL17A, RPS18B, HTS1, MSS51, RPS28A, MEF1, TRS31, YOL003C, FSH1, PUF4, URA3, FAP7, CDC43, RPL31A, MRP17, TOM6, MRPL15, YGL220W, RPL8B, RPL22A, SAD1, RSM19, YDR493W, RPL18A, MRPL4, YEL016C, RPA49, ECM7, KRS1, YHR020W, GAB1, LYS9, TOA2, RPB3, SEC13, RPS16B, DIE2, RPS4B, SOD1, SPT4, GDA1, MRPL50, RPL6B, RPS30B, SSA2, SHM1, MRPL1, ARO8, MAM33, YIP1, COX10, YAH1, VAS1, TOM7, RPA14, FYV4, DTD1, RPS9A, RPS20, TRX1, RPS0A, RPS12, SDS23, CTP1, PRP6, RPS25B, RPL31B, SSZ1, TEF4, RPS18A, RPS10A, MAS6, RPS15, HRP1, COX11, GPI12, MRS1, YER049W, MRPL19, MRS3, YLR262C-A, APL6, YEL001C, PET54, FRS2

-- 17 of 920--
GOID	GO:0034641
TERM	cellular nitrogen compound metabolic process
P-VALUE	9.93632724806628e-13
CORRECTED P-VALUE	9.14142106822098e-10
NUM_ANNOTATIONS	62 (of 275)
ANNOTATED_GENES	WRS1, MES1, VAS1, LEU1, HIS3, ARO4, LYS20, ARG2, HIS2, DYS1, YML082W, KRS1, ASN2, DTD1, TRP4, PRO1, ILV1, ADE6, YHR020W, MIS1, YDR341C, GRS1, TRP3, MUQ1, LYS9, THR4, LYS21, HIS5, ECM40, ICL2, YMR293C, SLM5, YML096W, MET22, TRP2, HTS1, MET18, ARO3, MEU1, ADH4, ASP1, ILV3, GUA1, YNL247W, ARO2, ARG8, MST1, SPE4, LYS1, GCV2, HIS4, HIS1, SHM1, IDP1, ARO8, HIS6, TYS1, DED81, SAM4, LEU9, SAM1, FRS2

-- 18 of 920--
GOID	GO:0034961
TERM	cellular biopolymer biosynthetic process
P-VALUE	2.80934441191905e-12
CORRECTED P-VALUE	2.58459685896552e-09
NUM_ANNOTATIONS	247 (of 1953)
ANNOTATED_GENES	WRS1, RPL38, RPL35B, PUB1, MTM1, RPL23A, GGA2, MAL33, SRP14, MRP10, TOM22, YKL056C, YOR315W, SMP3, RPL23B, RPL24A, RPL5, QRI5, RPA12, BIO2, UME1, YCL045C, MRPL9, MIS1, SLD5, CDC73, GCD10, SKI8, MTO1, MRPL33, RRF1, TOM5, LYS21, YLF2, COX14, RPS1B, RPC11, RPS11B, MRPL27, RNH203, CLU1, RPA34, RSM26, YDR367W, SIT4, GPX2, MRPL25, SRB7, RSM27, MRPL6, MST1, HEK2, RPP1B, ELP2, YOR286W, ANB1, RPL43B, NAT1, CUE4, UBP8, UTP8, PDR8, RPL21A, RPL20B, RPL12A, RPS19A, RPS13, RPS22A, MES1, YML036W, RIM2, SEC16, RPL9A, MRPS9, YAE1, LAG1, ADH6, BUD32, LYS20, MRPL28, RHR2, RPL14B, MRPS18, HFI1, PMP2, MRPL7, TRP4, RPL35A, YDR341C, RPL18B, GRS1, UTP15, MRPL35, HYP2, RPL27A, YMR293C, GCD7, TOM71, RPA43, RPL17A, RPS11A, RPS18B, RPS28A, MSS51, HTS1, SWD3, TRS31, GCD1, MEF1, LCB2, ERG12, SOL3, YNL247W, CKS1, FSH1, MRPL49, PUF4, RPL34B, RPS16A, URA3, CDC43, FAP7, TYS1, RPL31A, ELP3, MRP17, TOM6, ELP6, MRPL15, COP1, YGL220W, RPL8B, YDR493W, RSM19, SAD1, RPL22A, RPL18A, MRPL4, TIF34, HOG1, RPL7B, MRPS5, RPA49, YEL016C, YOL098C, FLX1, RPA135, ATP12, SWD2, KRS1, PET117, YNL035C, TRR1, RPC31, MRP2, YHR020W, CHK1, TRP3, LYS9, TOA2, RAS2, HEM13, RPB3, SEC13, RPS16B, TRP2, ADH4, TIM9, RPS4B, DIE2, SOD1, SPT4, TIF5, RPS30A, MRPL50, RPL6B, SSA2, RPS30B, SHM1, YML6, MRPL1, RPL14A, MRPL3, ARO8, MRP49, MAM33, YIP1, ODC2, COX10, YAH1, VAS1, TOM7, RPA14, LEU1, MRPL20, MRPL40, FYV4, MRP20, DTD1, RPS9A, MRP4, RPS20, MRPS8, PSF2, CTF8, TRX1, RPS0A, KAP104, RPS12, SDS23, RLI1, RPS7A, SLM5, RPS4A, CTP1, MET18, RPS25B, PRP6, RPL31B, SSZ1, YLR253W, TEF4, RPS18A, RPS10A, RPL7A, MAS6, RPS15, COX11, HRP1, SHR3, MRS1, MRPL19, YER049W, MRS3, YLR262C-A, SWI5, YER007C-A, IES6, YEL001C, APL6, YCK2, SHE2, DED81, PET54, RPL21B, FRS2, RPS14A

-- 19 of 920--
GOID	GO:0043284
TERM	biopolymer biosynthetic process
P-VALUE	5.06080778165197e-12
CORRECTED P-VALUE	4.65594315911981e-09
NUM_ANNOTATIONS	251 (of 2004)
